transaction_id,customer_id,customer_name,amount,currency,payment_method,transaction_date,payment_status,failure_reason,customer_history,retry_count,customer_segment,recovered_after_retry
TXN00066,CUST0185,Sneha Nair,4213.01,INR,UPI,2026-07-31 10:02:23,Success,,Regular Customer,0,Regular,
TXN00544,CUST0083,Sneha Patel,2132.27,INR,UPI,2026-07-31 14:00:46,Success,,Regular Customer,0,New,
TXN00351,CUST0078,Preeti Sharma,6345.2,INR,UPI,2026-07-31 15:34:41,Success,,Loyal Customer,0,Premium,
TXN00612,CUST0156,Amit Joshi,1938.03,INR,UPI,2026-07-31 17:16:37,Success,,Regular Customer,0,Regular,
TXN00625,CUST0134,Abhishek Chowdhury,12047.27,INR,Debit Card,2026-07-31 21:46:00,Success,,New Customer,0,Premium,
TXN00003,CUST0035,Preeti Sharma,2853.29,INR,Netbanking,2026-08-01 03:17:14,Success,,Occasional Buyer,0,Regular,
TXN00460,CUST0102,Amit Reddy,1033.98,INR,Credit Card,2026-08-01 07:06:03,Success,,Loyal Customer,0,Regular,
TXN00268,CUST0004,Kiran Iyer,380.66,INR,UPI,2026-08-01 07:41:07,Success,,Occasional Buyer,0,New,
TXN00095,CUST0162,Riya Kapoor,1610.57,INR,UPI,2026-08-01 09:42:45,Failed,Expired Card,Regular Customer,0,Regular,0.0
TXN00337,CUST0146,Sneha Joshi,1268.99,INR,UPI,2026-08-01 09:54:38,Success,,Regular Customer,0,Regular,
TXN00287,CUST0079,Rohan Nair,1838.16,INR,Credit Card,2026-08-01 15:54:06,Failed,Insufficient Funds,Regular Customer,1,Regular,0.0
TXN00406,CUST0022,Tanvi Nair,1304.68,INR,Credit Card,2026-08-02 14:54:35,Failed,Insufficient Funds,New Customer,3,New,0.0
TXN00479,CUST0089,Shreya Verma,10865.9,INR,UPI,2026-08-02 15:28:14,Failed,Card Declined,New Customer,0,Regular,0.0
TXN00578,CUST0110,Rajesh Gupta,3053.29,INR,UPI,2026-08-02 16:54:55,Failed,Bank Server Issue,Occasional Buyer,0,Regular,1.0
TXN00403,CUST0013,Aditya Rao,900.68,INR,Debit Card,2026-08-02 18:30:36,Failed,Card Declined,New Customer,1,New,0.0
TXN00434,CUST0086,Swati Desai,2965.05,INR,Credit Card,2026-08-02 19:48:50,Failed,Insufficient Funds,Regular Customer,0,Regular,1.0
TXN00450,CUST0068,Ishita Kulkarni,475.55,INR,Credit Card,2026-08-02 20:25:01,Success,,Regular Customer,0,New,
TXN00012,CUST0020,Anjali Menon,4303.29,INR,Credit Card,2026-08-03 00:30:22,Success,,Loyal Customer,0,Premium,
TXN00594,CUST0148,Priya Mehta,6417.8,INR,Netbanking,2026-08-03 03:01:16,Success,,Occasional Buyer,0,Premium,
TXN00259,CUST0190,Radhika Reddy,1171.79,INR,UPI,2026-08-03 08:19:30,Success,,Occasional Buyer,0,New,
TXN00195,CUST0165,Priya Agarwal,2197.88,INR,Debit Card,2026-08-03 10:23:30,Success,,Occasional Buyer,0,Regular,
TXN00604,CUST0057,Rahul Patel,4211.61,INR,Credit Card,2026-08-03 19:15:17,Failed,Network Failure,Regular Customer,1,Regular,1.0
TXN00031,CUST0070,Manish Iyer,1435.2,INR,Netbanking,2026-08-04 05:43:23,Success,,Occasional Buyer,0,Regular,
TXN00554,CUST0185,Sneha Nair,2298.31,INR,UPI,2026-08-04 10:25:12,Failed,Insufficient Funds,Regular Customer,2,Regular,1.0
TXN00047,CUST0013,Aditya Rao,681.04,INR,Debit Card,2026-08-04 16:45:52,Success,,New Customer,0,New,
TXN00390,CUST0140,Radhika Desai,4070.61,INR,Debit Card,2026-08-04 17:39:42,Failed,Card Declined,Loyal Customer,0,Premium,1.0
TXN00609,CUST0044,Ishita Singh,2231.97,INR,UPI,2026-08-04 20:14:42,Success,,Regular Customer,0,Premium,
TXN00561,CUST0156,Amit Joshi,2343.44,INR,Netbanking,2026-08-04 22:08:27,Success,,Regular Customer,0,Regular,
TXN00290,CUST0144,Rajesh Menon,617.93,INR,Netbanking,2026-08-05 09:00:14,Success,,Occasional Buyer,0,New,
TXN00221,CUST0171,Aditya Chowdhury,7137.1,INR,Netbanking,2026-08-05 09:52:21,Success,,New Customer,0,Regular,
TXN00254,CUST0194,Suresh Rao,3525.78,INR,Credit Card,2026-08-05 10:11:07,Success,,New Customer,0,Regular,
TXN00607,CUST0033,Rohan Rao,1305.6,INR,Debit Card,2026-08-05 15:49:20,Failed,Insufficient Funds,Regular Customer,0,Regular,0.0
TXN00130,CUST0162,Riya Kapoor,1514.88,INR,Credit Card,2026-08-05 17:24:25,Failed,Insufficient Funds,Regular Customer,1,Regular,0.0
TXN00334,CUST0031,Tanvi Sharma,598.07,INR,Debit Card,2026-08-05 19:49:16,Success,,New Customer,0,New,
TXN00477,CUST0032,Manish Bose,7246.53,INR,Debit Card,2026-08-06 01:44:26,Success,,Loyal Customer,0,Premium,
TXN00124,CUST0102,Amit Reddy,924.25,INR,Credit Card,2026-08-06 02:14:22,Success,,Loyal Customer,0,Regular,
TXN00392,CUST0027,Swati Mehta,2619.02,INR,UPI,2026-08-06 03:27:53,Success,,Regular Customer,0,Regular,
TXN00020,CUST0098,Anjali Kapoor,384.76,INR,Credit Card,2026-08-06 06:17:57,Success,,Occasional Buyer,0,New,
TXN00416,CUST0197,Divya Menon,573.01,INR,Credit Card,2026-08-06 17:59:29,Failed,Network Failure,New Customer,0,New,0.0
TXN00639,CUST0153,Rajesh Chowdhury,982.91,INR,Credit Card,2026-08-07 01:56:59,Success,,Loyal Customer,0,Regular,
TXN00008,CUST0062,Kiran Agarwal,3047.54,INR,Credit Card,2026-08-07 03:08:08,Failed,Authentication Failure,Regular Customer,2,Regular,0.0
TXN00061,CUST0056,Rohan Verma,4274.46,INR,Credit Card,2026-08-07 03:14:46,Success,,Loyal Customer,0,Premium,
TXN00514,CUST0104,Rajesh Kulkarni,1212.99,INR,UPI,2026-08-07 16:57:24,Failed,Insufficient Funds,Regular Customer,1,Regular,1.0
TXN00219,CUST0076,Shreya Rao,4261.25,INR,UPI,2026-08-07 20:09:28,Success,,Loyal Customer,0,Premium,
TXN00483,CUST0154,Lakshmi Singh,2432.75,INR,Debit Card,2026-08-07 21:22:08,Success,,Occasional Buyer,0,Premium,
TXN00329,CUST0022,Tanvi Nair,1305.67,INR,Credit Card,2026-08-07 22:48:51,Failed,Insufficient Funds,New Customer,0,New,0.0
TXN00510,CUST0161,Harsh Pillai,3585.04,INR,Debit Card,2026-08-08 00:43:01,Success,,Regular Customer,0,Premium,
TXN00079,CUST0171,Aditya Chowdhury,2101.63,INR,UPI,2026-08-08 02:34:14,Success,,New Customer,0,Regular,
TXN00033,CUST0020,Anjali Menon,5395.13,INR,UPI,2026-08-08 02:38:56,Success,,Loyal Customer,0,Premium,
TXN00069,CUST0196,Siddharth Malhotra,2437.92,INR,UPI,2026-08-08 03:48:11,Success,,Regular Customer,0,Regular,
TXN00308,CUST0149,Kavya Kulkarni,629.58,INR,Debit Card,2026-08-08 04:24:36,Failed,Expired Card,New Customer,2,New,0.0
TXN00550,CUST0094,Kunal Singh,624.91,INR,Netbanking,2026-08-08 04:43:33,Failed,Authentication Failure,Regular Customer,1,New,0.0
TXN00417,CUST0189,Lakshmi Malhotra,4689.75,INR,UPI,2026-08-08 09:08:24,Success,,Regular Customer,0,Regular,
TXN00617,CUST0039,Sanjay Nair,2122.11,INR,UPI,2026-08-08 09:38:47,Success,,Loyal Customer,0,Regular,
TXN00359,CUST0158,Kunal Agarwal,2386.29,INR,Debit Card,2026-08-08 15:20:09,Success,,New Customer,0,Regular,
TXN00067,CUST0027,Swati Mehta,1920.6,INR,Credit Card,2026-08-08 17:48:47,Success,,Regular Customer,0,Regular,
TXN00402,CUST0179,Rahul Desai,626.64,INR,Credit Card,2026-08-09 00:06:51,Failed,Authentication Failure,New Customer,3,New,0.0
TXN00110,CUST0080,Kiran Nair,858.63,INR,UPI,2026-08-09 00:37:18,Success,,Regular Customer,0,New,
TXN00043,CUST0009,Vivek Menon,837.66,INR,Debit Card,2026-08-09 04:19:22,Success,,Occasional Buyer,0,New,
TXN00505,CUST0002,Sanjay Patel,607.66,INR,Credit Card,2026-08-09 18:19:06,Success,,Occasional Buyer,0,New,
TXN00336,CUST0158,Kunal Agarwal,1842.94,INR,UPI,2026-08-09 19:42:51,Success,,New Customer,0,Regular,
TXN00248,CUST0100,Sanjay Kapoor,1395.03,INR,UPI,2026-08-10 00:12:15,Success,,Occasional Buyer,0,Regular,
TXN00197,CUST0077,Meera Mehta,528.31,INR,Debit Card,2026-08-10 05:59:01,Failed,Card Declined,Occasional Buyer,3,New,0.0
TXN00363,CUST0169,Kiran Singh,841.13,INR,Netbanking,2026-08-10 07:01:49,Success,,New Customer,0,New,
TXN00591,CUST0109,Anjali Rao,937.24,INR,Netbanking,2026-08-10 07:45:31,Success,,New Customer,0,New,
TXN00509,CUST0194,Suresh Rao,2052.24,INR,Netbanking,2026-08-11 12:49:55,Success,,New Customer,0,Regular,
TXN00253,CUST0004,Kiran Iyer,3207.65,INR,UPI,2026-08-11 16:27:03,Success,,Occasional Buyer,0,New,
TXN00212,CUST0146,Sneha Joshi,3731.48,INR,Debit Card,2026-08-11 18:34:09,Success,,Regular Customer,0,Regular,
TXN00089,CUST0030,Riya Kapoor,1493.13,INR,Credit Card,2026-08-12 00:54:00,Success,,Regular Customer,0,Regular,
TXN00420,CUST0145,Manish Patel,2073.79,INR,UPI,2026-08-12 06:06:04,Success,,Loyal Customer,0,Regular,
TXN00214,CUST0103,Varun Malhotra,2859.11,INR,Debit Card,2026-08-12 17:17:57,Success,,Occasional Buyer,0,Regular,
TXN00536,CUST0146,Sneha Joshi,2050.97,INR,Debit Card,2026-08-13 10:26:14,Success,,Regular Customer,0,Regular,
TXN00429,CUST0177,Lakshmi Bose,1694.35,INR,UPI,2026-08-13 12:14:42,Success,,New Customer,0,New,
TXN00577,CUST0050,Kunal Iyer,2274.66,INR,UPI,2026-08-13 14:53:27,Failed,Insufficient Funds,Regular Customer,1,Regular,0.0
TXN00019,CUST0203,Abhishek Kulkarni,520.71,INR,UPI,2026-08-13 15:03:17,Success,,New Customer,0,New,
TXN00418,CUST0205,Harsh Bose,962.38,INR,UPI,2026-08-13 18:35:28,Failed,Card Declined,Occasional Buyer,2,New,0.0
TXN00030,CUST0084,Amit Sharma,1702.02,INR,Debit Card,2026-08-13 19:29:25,Failed,Expired Card,Loyal Customer,3,Regular,0.0
TXN00504,CUST0086,Swati Desai,2723.39,INR,Debit Card,2026-08-13 23:35:26,Success,,Regular Customer,0,Regular,
TXN00279,CUST0145,Manish Patel,2076.4,INR,Debit Card,2026-08-13 23:37:47,Failed,Insufficient Funds,Loyal Customer,0,Regular,0.0
TXN00428,CUST0058,Karthik Malhotra,7654.32,INR,Debit Card,2026-08-14 01:57:22,Success,,Loyal Customer,0,Premium,
TXN00325,CUST0166,Pooja Joshi,3284.57,INR,Wallet,2026-08-14 08:23:00,Failed,Card Declined,Occasional Buyer,0,Premium,0.0
TXN00620,CUST0036,Kavya Joshi,2260.04,INR,Credit Card,2026-08-14 08:48:00,Success,,Regular Customer,0,Regular,
TXN00559,CUST0131,Pooja Patel,2482.32,INR,Debit Card,2026-08-14 09:14:39,Failed,Authentication Failure,Occasional Buyer,0,Regular,0.0
TXN00091,CUST0195,Aditya Menon,2107.78,INR,Debit Card,2026-08-14 11:02:33,Success,,Regular Customer,0,Regular,
TXN00543,CUST0219,Divya Agarwal,2674.16,INR,Credit Card,2026-08-14 14:54:19,Success,,Occasional Buyer,0,Regular,
TXN00088,CUST0057,Rahul Patel,2394.22,INR,UPI,2026-08-14 14:57:38,Success,,Regular Customer,0,Regular,
TXN00457,CUST0115,Radhika Kapoor,842.0,INR,UPI,2026-08-14 19:53:39,Success,,Occasional Buyer,0,New,
TXN00313,CUST0166,Pooja Joshi,8206.72,INR,UPI,2026-08-14 21:03:37,Success,,Occasional Buyer,0,Premium,
TXN00442,CUST0111,Kiran Sharma,1962.59,INR,Wallet,2026-08-15 10:17:29,Success,,Occasional Buyer,0,Regular,
TXN00118,CUST0129,Nisha Kapoor,1050.72,INR,Credit Card,2026-08-15 19:27:01,Success,,Occasional Buyer,0,Regular,
TXN00121,CUST0073,Rahul Pillai,8066.83,INR,UPI,2026-08-15 22:06:42,Success,,Loyal Customer,0,Premium,
TXN00173,CUST0108,Meera Bose,857.26,INR,UPI,2026-08-16 00:06:04,Success,,Occasional Buyer,0,New,
TXN00174,CUST0185,Sneha Nair,2410.61,INR,UPI,2026-08-16 06:19:15,Success,,Regular Customer,0,Regular,
TXN00542,CUST0014,Rohan Chowdhury,3087.59,INR,UPI,2026-08-16 06:35:12,Success,,Loyal Customer,0,Premium,
TXN00632,CUST0123,Preeti Desai,2247.85,INR,UPI,2026-08-16 11:44:44,Success,,New Customer,0,New,
TXN00409,CUST0071,Manish Chowdhury,2134.87,INR,UPI,2026-08-16 13:26:28,Success,,Occasional Buyer,0,Regular,
TXN00525,CUST0147,Amit Sharma,567.96,INR,Debit Card,2026-08-16 15:27:34,Success,,New Customer,0,New,
TXN00502,CUST0106,Siddharth Joshi,5711.17,INR,UPI,2026-08-16 17:10:51,Success,,Loyal Customer,0,Regular,
TXN00462,CUST0108,Meera Bose,917.05,INR,UPI,2026-08-16 17:34:31,Success,,Occasional Buyer,0,New,
TXN00518,CUST0065,Preeti Gupta,499.43,INR,Credit Card,2026-08-16 19:39:41,Success,,New Customer,0,New,
TXN00456,CUST0174,Riya Rao,557.95,INR,Wallet,2026-08-17 16:33:32,Success,,Occasional Buyer,0,New,
TXN00050,CUST0153,Rajesh Chowdhury,757.73,INR,UPI,2026-08-17 16:54:45,Success,,Loyal Customer,0,Regular,
TXN00126,CUST0167,Vivek Menon,6665.84,INR,UPI,2026-08-17 17:11:22,Failed,Bank Server Issue,Occasional Buyer,1,Regular,0.0
TXN00090,CUST0210,Tanvi Patel,7020.81,INR,Debit Card,2026-08-17 20:46:55,Failed,Card Declined,Loyal Customer,0,Premium,1.0
TXN00393,CUST0016,Riya Patel,966.68,INR,Wallet,2026-08-17 22:22:04,Failed,Bank Server Issue,Occasional Buyer,3,Regular,0.0
TXN00199,CUST0102,Amit Reddy,2063.2,INR,Debit Card,2026-08-17 22:45:17,Failed,Unknown Error,Loyal Customer,0,Regular,0.0
TXN00170,CUST0053,Rohan Singh,571.21,INR,UPI,2026-08-17 23:33:37,Success,,Occasional Buyer,0,New,
TXN00246,CUST0218,Aditya Reddy,734.58,INR,UPI,2026-08-18 05:02:16,Success,,New Customer,0,New,
TXN00621,CUST0169,Kiran Singh,558.76,INR,Netbanking,2026-08-18 05:47:00,Success,,New Customer,0,New,
TXN00072,CUST0090,Ishita Reddy,11719.6,INR,UPI,2026-08-18 08:47:55,Success,,Regular Customer,0,Premium,
TXN00341,CUST0174,Riya Rao,548.22,INR,UPI,2026-08-18 09:12:11,Success,,Occasional Buyer,0,New,
TXN00375,CUST0031,Tanvi Sharma,3267.92,INR,UPI,2026-08-18 12:35:34,Failed,Unknown Error,New Customer,1,New,0.0
TXN00281,CUST0139,Anjali Gupta,2126.93,INR,UPI,2026-08-18 15:02:06,Success,,Regular Customer,0,Regular,
TXN00111,CUST0125,Swati Desai,2081.02,INR,UPI,2026-08-18 17:49:15,Failed,Bank Server Issue,Loyal Customer,0,Premium,1.0
TXN00361,CUST0110,Rajesh Gupta,2658.83,INR,UPI,2026-08-18 21:12:04,Failed,Insufficient Funds,Occasional Buyer,1,Regular,0.0
TXN00291,CUST0176,Neha Iyer,792.45,INR,UPI,2026-08-18 21:58:14,Failed,Expired Card,New Customer,0,New,0.0
TXN00293,CUST0051,Gaurav Malhotra,630.42,INR,Credit Card,2026-08-18 23:16:19,Failed,Card Declined,Occasional Buyer,2,New,0.0
TXN00322,CUST0152,Priya Rao,7314.24,INR,UPI,2026-08-18 23:34:56,Failed,Card Declined,Occasional Buyer,0,Premium,0.0
TXN00184,CUST0156,Amit Joshi,2605.45,INR,Netbanking,2026-08-19 00:07:14,Success,,Regular Customer,0,Regular,
TXN00356,CUST0095,Rohan Chowdhury,492.0,INR,Netbanking,2026-08-19 02:06:51,Success,,Occasional Buyer,0,New,
TXN00629,CUST0002,Sanjay Patel,928.37,INR,Credit Card,2026-08-19 04:11:45,Failed,Insufficient Funds,Occasional Buyer,1,New,1.0
TXN00193,CUST0189,Lakshmi Malhotra,2247.9,INR,Debit Card,2026-08-19 07:03:51,Failed,Card Declined,Regular Customer,2,Regular,0.0
TXN00530,CUST0012,Shreya Kulkarni,3455.91,INR,UPI,2026-08-19 11:44:36,Success,,Loyal Customer,0,Premium,
TXN00340,CUST0071,Manish Chowdhury,1465.5,INR,Netbanking,2026-08-19 17:00:39,Failed,Authentication Failure,Occasional Buyer,2,Regular,0.0
TXN00396,CUST0016,Riya Patel,1543.72,INR,Credit Card,2026-08-19 20:48:01,Failed,Bank Server Issue,Occasional Buyer,3,Regular,1.0
TXN00159,CUST0211,Anjali Bose,439.32,INR,Credit Card,2026-08-19 23:43:20,Success,,New Customer,0,New,
TXN00422,CUST0158,Kunal Agarwal,5247.13,INR,UPI,2026-08-20 00:35:10,Success,,New Customer,0,Regular,
TXN00109,CUST0165,Priya Agarwal,2302.27,INR,Debit Card,2026-08-20 07:20:42,Failed,Network Failure,Occasional Buyer,1,Regular,1.0
TXN00633,CUST0006,Rahul Gupta,1831.88,INR,UPI,2026-08-20 09:03:35,Success,,Occasional Buyer,0,Regular,
TXN00643,CUST0024,Lakshmi Chowdhury,768.35,INR,Credit Card,2026-08-20 10:09:05,Success,,Occasional Buyer,0,New,
TXN00377,CUST0069,Kunal Kulkarni,3228.51,INR,Debit Card,2026-08-20 13:14:54,Success,,Regular Customer,0,Regular,
TXN00546,CUST0128,Deepak Patel,1289.11,INR,Credit Card,2026-08-21 06:17:18,Success,,Occasional Buyer,0,Regular,
TXN00312,CUST0012,Shreya Kulkarni,9408.68,INR,Debit Card,2026-08-21 13:00:07,Success,,Loyal Customer,0,Premium,
TXN00150,CUST0167,Vivek Menon,2352.75,INR,UPI,2026-08-21 13:07:23,Success,,Occasional Buyer,0,Regular,
TXN00529,CUST0174,Riya Rao,1049.25,INR,UPI,2026-08-21 15:38:18,Success,,Occasional Buyer,0,New,
TXN00551,CUST0094,Kunal Singh,945.73,INR,Debit Card,2026-08-21 15:43:38,Success,,Regular Customer,0,New,
TXN00318,CUST0084,Amit Sharma,1684.72,INR,UPI,2026-08-21 21:43:54,Success,,Loyal Customer,0,Regular,
TXN00320,CUST0157,Vikram Bose,1860.17,INR,UPI,2026-08-22 00:50:50,Success,,Regular Customer,0,Regular,
TXN00566,CUST0178,Siddharth Rao,1596.48,INR,Debit Card,2026-08-22 01:00:15,Success,,Loyal Customer,0,Regular,
TXN00631,CUST0107,Nisha Mehta,787.72,INR,Debit Card,2026-08-22 05:42:40,Success,,Loyal Customer,0,Regular,
TXN00439,CUST0082,Nikhil Agarwal,783.01,INR,UPI,2026-08-22 14:52:52,Success,,Loyal Customer,0,Regular,
TXN00404,CUST0064,Varun Verma,2050.5,INR,UPI,2026-08-22 17:16:09,Failed,Insufficient Funds,New Customer,2,Regular,0.0
TXN00398,CUST0150,Manish Joshi,10688.63,INR,UPI,2026-08-22 18:09:51,Success,,Regular Customer,0,Premium,
TXN00086,CUST0093,Kunal Sharma,4226.47,INR,UPI,2026-08-22 21:02:18,Success,,Loyal Customer,0,Premium,
TXN00597,CUST0092,Ishita Gupta,1722.56,INR,Wallet,2026-08-22 22:43:56,Success,,Loyal Customer,0,Regular,
TXN00054,CUST0093,Kunal Sharma,7374.9,INR,Credit Card,2026-08-23 04:38:12,Success,,Loyal Customer,0,Premium,
TXN00120,CUST0096,Aditya Iyer,7910.66,INR,Credit Card,2026-08-23 06:57:48,Success,,Loyal Customer,0,Premium,
TXN00317,CUST0204,Riya Kulkarni,7638.65,INR,UPI,2026-08-23 07:43:38,Success,,Loyal Customer,0,Premium,
TXN00463,CUST0150,Manish Joshi,3828.15,INR,Debit Card,2026-08-23 16:01:32,Success,,Regular Customer,0,Premium,
TXN00641,CUST0212,Sanjay Pillai,4592.17,INR,UPI,2026-08-23 18:38:22,Success,,New Customer,0,Premium,
TXN00526,CUST0020,Anjali Menon,2202.96,INR,Debit Card,2026-08-23 21:29:47,Success,,Loyal Customer,0,Premium,
TXN00062,CUST0117,Priya Verma,803.2,INR,UPI,2026-08-23 23:33:33,Failed,Network Failure,New Customer,1,New,1.0
TXN00425,CUST0170,Simran Pillai,2849.67,INR,UPI,2026-08-24 00:26:00,Success,,Regular Customer,0,Regular,
TXN00044,CUST0061,Suresh Malhotra,4672.49,INR,Netbanking,2026-08-24 01:33:14,Success,,Loyal Customer,0,Premium,
TXN00540,CUST0177,Lakshmi Bose,635.15,INR,Debit Card,2026-08-24 03:56:21,Success,,New Customer,0,New,
TXN00496,CUST0143,Pooja Pillai,1240.59,INR,UPI,2026-08-24 05:19:13,Failed,Card Declined,New Customer,2,New,0.0
TXN00270,CUST0046,Sneha Singh,2147.17,INR,UPI,2026-08-24 07:16:19,Failed,Insufficient Funds,New Customer,1,Regular,0.0
TXN00276,CUST0145,Manish Patel,2576.42,INR,Wallet,2026-08-24 07:24:33,Success,,Loyal Customer,0,Regular,
TXN00421,CUST0045,Kiran Singh,3091.61,INR,Credit Card,2026-08-24 14:13:29,Failed,Insufficient Funds,New Customer,1,New,1.0
TXN00157,CUST0034,Siddharth Nair,13806.4,INR,Credit Card,2026-08-24 14:34:24,Success,,Regular Customer,0,Premium,
TXN00353,CUST0060,Rajesh Menon,1502.06,INR,Credit Card,2026-08-24 15:38:42,Failed,Expired Card,New Customer,0,New,0.0
TXN00506,CUST0041,Swati Iyer,670.3,INR,Credit Card,2026-08-24 16:53:28,Success,,Regular Customer,0,New,
TXN00411,CUST0141,Abhishek Sharma,1376.05,INR,Credit Card,2026-08-24 22:21:57,Failed,Card Declined,New Customer,1,New,0.0
TXN00288,CUST0105,Swati Sharma,1277.92,INR,UPI,2026-08-25 01:03:55,Success,,New Customer,0,New,
TXN00034,CUST0206,Neha Kulkarni,1116.84,INR,Credit Card,2026-08-25 02:32:44,Failed,Expired Card,Loyal Customer,1,Regular,0.0
TXN00273,CUST0167,Vivek Menon,3788.56,INR,Debit Card,2026-08-25 02:56:07,Success,,Occasional Buyer,0,Regular,
TXN00345,CUST0199,Suresh Pillai,1542.14,INR,Netbanking,2026-08-25 04:52:16,Success,,Loyal Customer,0,Regular,
TXN00224,CUST0184,Vikram Chowdhury,2425.13,INR,Credit Card,2026-08-25 06:45:42,Success,,Regular Customer,0,Premium,
TXN00249,CUST0116,Ishita Rao,2589.64,INR,Netbanking,2026-08-25 07:40:53,Success,,Loyal Customer,0,New,
TXN00063,CUST0122,Kavya Pillai,462.29,INR,UPI,2026-08-25 15:34:26,Failed,Authentication Failure,New Customer,1,New,1.0
TXN00589,CUST0050,Kunal Iyer,3154.81,INR,UPI,2026-08-25 15:40:24,Failed,Unknown Error,Regular Customer,1,Regular,1.0
TXN00163,CUST0133,Rajesh Kulkarni,1799.31,INR,Netbanking,2026-08-25 21:18:14,Failed,Unknown Error,Occasional Buyer,0,New,0.0
TXN00057,CUST0114,Karthik Patel,1259.45,INR,UPI,2026-08-25 23:54:26,Success,,Regular Customer,0,Regular,
TXN00271,CUST0069,Kunal Kulkarni,4414.72,INR,Debit Card,2026-08-26 01:45:43,Success,,Regular Customer,0,Regular,
TXN00454,CUST0061,Suresh Malhotra,6988.51,INR,Credit Card,2026-08-26 02:33:14,Success,,Loyal Customer,0,Premium,
TXN00458,CUST0033,Rohan Rao,1130.73,INR,UPI,2026-08-26 04:01:54,Failed,Authentication Failure,Regular Customer,0,Regular,0.0
TXN00101,CUST0215,Suresh Pillai,384.05,INR,UPI,2026-08-26 06:32:59,Success,,New Customer,0,New,
TXN00370,CUST0072,Tanvi Kapoor,564.64,INR,UPI,2026-08-26 06:47:44,Success,,Occasional Buyer,0,New,
TXN00131,CUST0048,Simran Iyer,851.62,INR,Debit Card,2026-08-26 07:14:21,Success,,Occasional Buyer,0,Regular,
TXN00438,CUST0058,Karthik Malhotra,2724.25,INR,UPI,2026-08-26 13:23:46,Success,,Loyal Customer,0,Premium,
TXN00280,CUST0211,Anjali Bose,712.52,INR,UPI,2026-08-26 23:04:33,Failed,Card Declined,New Customer,2,New,0.0
TXN00292,CUST0108,Meera Bose,667.94,INR,UPI,2026-08-27 01:19:40,Failed,Card Declined,Occasional Buyer,1,New,0.0
TXN00302,CUST0109,Anjali Rao,641.55,INR,Debit Card,2026-08-27 04:31:47,Success,,New Customer,0,New,
TXN00627,CUST0168,Siddharth Patel,1159.47,INR,Netbanking,2026-08-27 06:59:27,Failed,Unknown Error,Regular Customer,0,Regular,0.0
TXN00440,CUST0097,Meera Singh,5282.88,INR,UPI,2026-08-27 08:05:49,Success,,Regular Customer,0,Premium,
TXN00459,CUST0082,Nikhil Agarwal,1473.64,INR,Netbanking,2026-08-27 15:20:53,Success,,Loyal Customer,0,Regular,
TXN00237,CUST0005,Kunal Singh,656.01,INR,UPI,2026-08-27 15:51:11,Success,,Regular Customer,0,Regular,
TXN00606,CUST0019,Sneha Singh,5609.62,INR,UPI,2026-08-27 21:18:25,Failed,Authentication Failure,Loyal Customer,1,Regular,1.0
TXN00378,CUST0110,Rajesh Gupta,2210.2,INR,UPI,2026-08-27 21:45:12,Success,,Occasional Buyer,0,Regular,
TXN00229,CUST0016,Riya Patel,1348.28,INR,Wallet,2026-08-28 05:22:02,Failed,Card Declined,Occasional Buyer,2,Regular,0.0
TXN00053,CUST0135,Meera Chowdhury,1377.04,INR,UPI,2026-08-28 05:31:09,Success,,Loyal Customer,0,Regular,
TXN00346,CUST0179,Rahul Desai,1031.98,INR,UPI,2026-08-28 07:38:15,Failed,Unknown Error,New Customer,2,New,0.0
TXN00145,CUST0071,Manish Chowdhury,2305.23,INR,Debit Card,2026-08-28 14:54:42,Success,,Occasional Buyer,0,Regular,
TXN00475,CUST0214,Sneha Iyer,4938.08,INR,UPI,2026-08-28 21:15:48,Failed,Insufficient Funds,Regular Customer,1,Regular,1.0
TXN00017,CUST0008,Ananya Chowdhury,3273.4,INR,UPI,2026-08-28 22:51:39,Success,,Regular Customer,0,Premium,
TXN00570,CUST0065,Preeti Gupta,727.12,INR,UPI,2026-08-28 22:55:31,Failed,Network Failure,New Customer,1,New,1.0
TXN00452,CUST0151,Kavya Gupta,1592.54,INR,UPI,2026-08-29 02:16:25,Success,,Occasional Buyer,0,New,
TXN00415,CUST0208,Rohan Gupta,1095.96,INR,Debit Card,2026-08-29 05:21:11,Success,,New Customer,0,New,
TXN00176,CUST0056,Rohan Verma,8213.97,INR,Credit Card,2026-08-29 14:01:11,Success,,Loyal Customer,0,Premium,
TXN00569,CUST0007,Divya Iyer,714.13,INR,UPI,2026-08-29 14:14:26,Failed,Authentication Failure,Occasional Buyer,0,Regular,1.0
TXN00052,CUST0005,Kunal Singh,1616.8,INR,UPI,2026-08-29 16:47:41,Success,,Regular Customer,0,Regular,
TXN00238,CUST0115,Radhika Kapoor,1004.13,INR,Credit Card,2026-08-29 21:05:24,Success,,Occasional Buyer,0,New,
TXN00446,CUST0216,Priya Mehta,7591.89,INR,Credit Card,2026-08-30 01:19:01,Failed,Insufficient Funds,Regular Customer,2,Premium,0.0
TXN00445,CUST0077,Meera Mehta,410.48,INR,UPI,2026-08-30 02:29:05,Success,,Occasional Buyer,0,New,
TXN00468,CUST0085,Manish Gupta,1414.46,INR,Debit Card,2026-08-30 05:28:54,Success,,New Customer,0,New,
TXN00119,CUST0036,Kavya Joshi,3746.41,INR,Netbanking,2026-08-30 11:31:27,Success,,Regular Customer,0,Regular,
